label,news
1,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety ."
0,The Finnish company Stockmann has signed the contract with the company Technopolis .
1,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .
0,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people ."
2,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 ."
0,The order also includes start-up and commissioning services .
0,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. ."
0,However short-term rentals are becoming more popular .
0,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
1,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 ."
1,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters ."
0,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes ."
1,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .
1,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .
1,"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service ."
2,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media ."
0,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 ."
2,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland ."
0,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms ."
2,"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall ."
0,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 ."
2,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur ."
1,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .
2,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 ."
1,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries"
0,Other potential clients include public administration organizations investing in utility networks and services .
1,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday ."
0,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .
2,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said ."
0,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .
1,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .
1,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights ."
0,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .
0,"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing ."
1,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .
0,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .
0,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ."
2,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .
2,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .
2,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. ."
0,"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 ."
1,The agreement expands Tekla Structures ' scope of use to bridge design .
0,"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music ."
0,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets ."
2,"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia ."
1,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 ."
1,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .
2,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .
1,Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .
2,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told ."
1,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 ."
1,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .
1,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 ."
1,` By separating side businesses we will be able to faster expand and develop Tapro retail network .
2,Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .
1,Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .
2,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .
1,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 ."
2,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .
2,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat ."
1,The acquisition is expected to improve access to chrome ore resources in Turkey .
0,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .
2,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 ."
1,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 ."
2,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively ."
1,`` The Government has had a very professional approach in assessing the offer .
0,"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 ."
2,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 ."
2,LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .
